App Name,Notes,Category,Deployment Model (Verified),Vendor Website,Installation Guide Link,Canonical Vendor,Canonical Product Name,Canonical Key,Canonical Group ID,Possible Duplicate,Enrichment Status,Third Party?,Co-Traveler?
DCWVPBDE002W.prod.inovaad.org,DCWVPBDE002W | 1 | 4096 | 1 | 2 | 184320 | 10.5.9.36 | Ancillary Clinical Apps | Azure Migrate | Blood Donor eRegistration | DEPARTMENT:      Blood Donor Services     APPLICATION:      eRegistration     CONTACT:      Laurie Eccleston     APPLICATION:     Blood Donor Services eRegistration     CONTACT:      Francis Trinidad     DEPARTMENT:      Server Engineering      | Nokes DataCenter | Apps | Microsoft Windows Server 2012 (64-bit),Laboratory Systems,On-Premises,,,,DCWVPBDE002W.prod.inovaad.org,DCWVPBDE002W.prod.inovaad.org,172,,,,
DataCaptor,"Philips Healthcare | 38 | 2 Critical | Prisma | Clinical Device Integration GVL | Kaleb Ross | Relocate | Phase III | No | DataCaptor is a data integration and management platform. It is designed to help organizations streamline their data integration processes and improve data quality and accuracy. DataCaptor allows users to connect and integrate data from various sources, transform and cleanse the data, and load it into target systems for analysis and reporting. The platform offers features such as data profiling, data mapping, data transformation, and data validation. | All data flows to an assigned Capsule server, which translates it to HL7 and pass the data on to the interface engine (Rhpasody). DataCaptor was retired by Philips in 2018 and replaced by SmartLinx",Laboratory Systems,On-Premises,,,,DataCaptor,DataCaptor,201,Yes,,,
Diabetes Management,"0 | 4 Best Effort | Upstate | Epic Amb Clinical | Shauna Jones | Vicki Bridner | Retain | Used for reading blood glucose readings off of patient monitors. Likely uploaded to SaaS, not certain what this is? | More info needed",Laboratory Systems,Cloud / SaaS (or Hybrid),,,,Diabetes Management,Diabetes Management,212,Yes,,,Yes
Diabetes Management,"4 Best Effort | Retain | Used for reading blood glucose readings off of patient monitors. Likely uploaded to SaaS, not certain what this is?",Laboratory Systems,Cloud / SaaS (or Hybrid),,,,Diabetes Management,Diabetes Management,212,Yes,,,Yes
Diasend Uploader,Diasend | 0 | 4 Best Effort | Upstate | Epic Amb Clinical | Shauna Jones | Vicki Bridner | Retain | Used for reading blood glucose monitors. | More info needed,Laboratory Systems,Unknown / Needs vendor check,,,,Diasend Uploader,Diasend Uploader,214,Yes,,,Yes
Diasend Uploader,Diasend | 4 Best Effort | Retain | Used for reading blood glucose monitors.,Laboratory Systems,Unknown / Needs vendor check,,,,Diasend Uploader,Diasend Uploader,214,Yes,,,Yes
EP Evaluator,Data Innovations LLC | 1 | 3 Important | Midlands | Epic Beaker (Lab) | Kaleb Ross | Samuel Shands | Relocate | Cloud Support | Phase II | Yes | 1.0 | √ | √ | EP Evaluator is a software tool used in electrophysiology (EP) labs for analyzing and interpreting data obtained during cardiac electrophysiology studies. It provides advanced measurement and analysis capabilities to assist healthcare professionals in diagnosing and treating cardiac arrhythmias.,Laboratory Systems,Cloud / SaaS (or Hybrid),,,,EP Evaluator,EP Evaluator,236,Yes,,,Yes
FHWVNOBX001A.nonprod.inovaad.org,FHWVNOBX001A | 4 | 16384 | 1 | 2 | 399360 | 10.20.17.141 | Clinical Engineering | Azure Migrate | Obix | APPLICATION:     Obix     CONTACT:      Apps     DEPARTMENT:      Networks      | Fairfax Datacenter | FairfaxApps | Microsoft Windows Server 2016 or later (64-bit),Laboratory Systems,On-Premises,,,,FHWVNOBX001A.nonprod.inovaad.org,FHWVNOBX001A.nonprod.inovaad.org,278,,,,
FreeStyle Libre Pro,Abbott Labratories | 0 | 4 Best Effort | Prisma | Epic Amb Clinical | Shauna Jones | Vicki Bridner | Retain | Used for reading Blood Glucose Monitors | Workstation application,Laboratory Systems,On-Premises,,,,FreeStyle Libre Pro,FreeStyle Libre Pro,291,Yes,,,Yes
FreeStyle Libre Pro,Abbott Labratories | 4 Best Effort | Retain | Used for reading Blood Glucose Monitors,Laboratory Systems,Unknown / Needs vendor check,,,,FreeStyle Libre Pro,FreeStyle Libre Pro,291,Yes,,,Yes
Freezerworks,"Dataworks Development, Inc. | 3 Important | Relocate | Phase I | Freezerworks is a software solution designed for managing and tracking samples and specimens in a laboratory or biobanking environment. It provides functionality to efficiently organize, store, and retrieve sample information, ensuring data integrity and traceability. Freezerworks is widely used in various industries, including healthcare, research, pharmaceuticals, and biotechnology.",Laboratory Systems,Unknown / Needs vendor check,,,Dataworks Development,Freezerworks,Dataworks Development Freezerworks,206,Yes,,,Yes
HB-275-1,NBLVPAET001A | 2 | 4096 | 1 | 1 | 163840 | 10.4.4.41 | Lab Informatics | Azure Migrate | Aethon HB | Aethon Inc. HB VM server v2.0.1 MySQL Image MasterDate: March 27 2019     APPLICATION:     Aethon     CONTACT:      Frank Beylo     DEPARTMENT:      Server Engineering      | Nokes DataCenter | Linux | Ubuntu Linux (64-bit),Laboratory Systems,On-Premises,,,,HB-275-1,HB-275-1,302,,,,
HCP Uploader,Tandem Diabetes Care | 0 | 4 Best Effort | Upstate | Epic Amb Clinical | Shauna Jones | Vicki Bridner | Retain | Software for reading blood glucose monitoring devices. Workstation only,Laboratory Systems,On-Premises,,,,HCP Uploader,HCP Uploader,303,Yes,,,Yes
HCP Uploader,Tandem Diabetes Care | 4 Best Effort | Retain | Software for reading blood glucose monitoring devices. Workstation only,Laboratory Systems,On-Premises,,,,HCP Uploader,HCP Uploader,303,Yes,,,Yes
IBE-PIIC iX,"Phillips | 0 | 1 Mission Critical | Prisma | Clinical Device Integration GVL | Kaleb Ross | Ricky Smith | Retain | IntelliBridge Enterprise (IBE) is the interface engine for the Philips Intellivue platform. It runs Rhapsody, converting XML transactions from PIIC iX patient monitor traffic to HL7 and sends the HL7 message to the GHS Rhapsody interface engine for transmission to Epic. | Replacing SpaceLbas in Midlands",Laboratory Systems,On-Premises,,,,IBE-PIIC iX,IBE-PIIC iX,323,Yes,,,Yes
IBE-PIIC iX,"Phillips | 1 Mission Critical | Retain | IntelliBridge Enterprise (IBE) is the interface engine for the Philips Intellivue platform. It runs Rhapsody, converting XML transactions from PIIC iX patient monitor traffic to HL7 and sends the HL7 message to the GHS Rhapsody interface engine for transmission to Epic.",Laboratory Systems,Unknown / Needs vendor check,,,,IBE-PIIC iX,IBE-PIIC iX,323,Yes,,,Yes
Instrument Manager,Data Innovations LLC | 10 | 3 Important | Prisma | Epic Beaker (Lab) | Kaleb Ross | Veronica Nevel | Relocate | Phase III | Data Innovations Instrument Manager is a laboratory information system (LIS) software developed by Data Innovations. It is specifically designed to manage and streamline the workflow of clinical laboratory instruments and data within a laboratory setting. Data Innovations Instrument Manager is an application currently in use for interfacing results to Epic.,Laboratory Systems,Unknown / Needs vendor check,,,Data Innovations (Abbott),Instrument Manager,Data Innovations (Abbott) Instrument Manager,200,Yes,,,Yes
Instrument Manager,Data Innovations LLC | 3 Important | Relocate | Phase III | Data Innovations Instrument Manager is a laboratory information system (LIS) software developed by Data Innovations. It is specifically designed to manage and streamline the workflow of clinical laboratory instruments and data within a laboratory setting. Data Innovations Instrument Manager is an application currently in use for interfacing results to Epic.,Laboratory Systems,Unknown / Needs vendor check,,,Data Innovations (Abbott),Instrument Manager,Data Innovations (Abbott) Instrument Manager,200,Yes,,,Yes
IntelliSpace Perinatal,"Philips Healthcare | 2 | 9 Unknown | Clinical Device Integration GVL | Kaleb Ross | Ricky Smith | Retain | On-Prem | IntelliSpace Perinatal, an obstetrics information management solution, provides a comprehensive clinical record of care for the mother and newborn. The surveillance functions present information that is transmitted from fetal and fetal/maternal monitors and generate alerts for critical events. HL7-based ADT link allows demographic data to be downloaded from the HIS and can report transfers and discharges to the HIS. IntelliSpace Perinatal can be fully integrated into the hospital MS Domain infrastructure including user authentication via Microsoft Active Directory services. HL7 export can send a configurable set of flowsheet data including vital signs, derived fetal heart rate parameters, alerts and notes to third-party charting systems.",Laboratory Systems,On-Premises,,,,IntelliSpace Perinatal,IntelliSpace Perinatal,350,Yes,,,
IntelliSpace Perinatal,"Philips Healthcare | 9 Unknown | Retain | On-Prem | IntelliSpace Perinatal, an obstetrics information management solution, provides a comprehensive clinical record of care for the mother and newborn. The surveillance functions present information that is transmitted from fetal and fetal/maternal monitors and generate alerts for critical events. HL7-based ADT link allows demographic data to be downloaded from the HIS and can report transfers and discharges to the HIS. IntelliSpace Perinatal can be fully integrated into the hospital MS Domain infrastructure including user authentication via Microsoft Active Directory services. HL7 export can send a configurable set of flowsheet data including vital signs, derived fetal heart rate parameters, alerts and notes to third-party charting systems.",Laboratory Systems,On-Premises,,,,IntelliSpace Perinatal,IntelliSpace Perinatal,350,Yes,,,
Kaluza Analysis,Beckman Coulter | 1 | 3 Important | Upstate | Epic Beaker (Lab) | Kaleb Ross | Samuel Shands | Retain | Kaluza Analysis Software for Lab Flow Cytometry  for Pathology review and interpretation. Used by Pathology consultants,Laboratory Systems,Unknown / Needs vendor check,,,,Kaluza Analysis,Kaluza Analysis,363,Yes,,,Yes
Kaluza Analysis,Beckman Coulter | 3 Important | Retain | Kaluza Analysis Software for Lab Flow Cytometry  for Pathology review and interpretation. Used by Pathology consultants,Laboratory Systems,Unknown / Needs vendor check,,,,Kaluza Analysis,Kaluza Analysis,363,Yes,,,Yes
Lab Community ImmunoCAP,Thermo Scientifc | 0 | 3 Important | Midlands | Epic Beaker (Lab) | Kaleb Ross | TBD | Connection for remote diagnostics and reporting for Lab Immunology instrument. | ? Check with Kaleb,Laboratory Systems,Unknown / Needs vendor check,,,,Lab Community ImmunoCAP,Lab Community ImmunoCAP,379,Yes,,,Yes
Lab Community ImmunoCAP,Thermo Scientifc | 3 Important | TBD | Connection for remote diagnostics and reporting for Lab Immunology instrument.,Laboratory Systems,Unknown / Needs vendor check,,,,Lab Community ImmunoCAP,Lab Community ImmunoCAP,379,Yes,,,Yes
Mirth / NextGen Connect,An open-source healthcare integration engine that enables bi-directional exchange of HL7 messages between systems | Yes - IaaS/Marketplace,Laboratory Systems,Unknown / Needs vendor check,,,,Mirth / NextGen Connect,Mirth / NextGen Connect,430,,,Yes,Yes
Myla,"Biomerieux | 0 | 2 Critical | Prisma | Epic Beaker (Lab) | Kaleb Ross | Craig Moser | TBD | Microbiology Instrument Manager | 2 servers (1 upstate, 1 midlands)
Upstate Server IP 10.10.0.125 (not in inventory)
Vendor supported, Vendor may have also supplied both servers, physical",Laboratory Systems,On-Premises,,,,Myla,Myla,438,Yes,,,Yes
Myla,Biomerieux | 2 Critical | TBD | Microbiology Instrument Manager,Laboratory Systems,Unknown / Needs vendor check,,,,Myla,Myla,438,Yes,,,Yes
NBWINRAL001T.net.inova.org,"NBWINRAL001T | 4 | 4096 | 1 | 2 | 204800 | 10.5.80.79 | Clinical Applications | Azure Migrate | RALS | RALS CORE Server--Property of Alere Informatics, Inc.     APPLICATION:     Alere RALS Core Server     CONTACT:      Lori Barnes     APPLICATION:     Alere RALS Core Server     CONTACT:      Vendor     DEPARTMENT:      Networks      | Nokes DataCenter | Apps3 NonProd | Microsoft Windows Server 2008 R2 (64-bit)",Laboratory Systems,On-Premises,,,,NBWINRAL001T.net.inova.org,NBWINRAL001T.net.inova.org,477,,,,
NBWINRAL002T.net.inova.org,"NBWINRAL002T | 2 | 2052 | 1 | 2 | 133120 | 10.5.80.78 | Clinical Applications | Azure Migrate | RALS | RALS DE SERVER--Property of Alere Informatics ,Inc.     CONTACT:      Lori Barnes     APPLICATION:     RALS i-Stat DE Server     CONTACT:      Angelito Alzona     DEPARTMENT:      Server Engineering      | Nokes DataCenter | Apps3 NonProd | Microsoft Windows Server 2008 R2 (64-bit)",Laboratory Systems,On-Premises,,,,NBWINRAL002T.net.inova.org,NBWINRAL002T.net.inova.org,478,,,,
NBWINSGN001A.net.inova.org,NBWINSGN001A | 4 | 8192 | 1 | 2 | 87040 | 10.5.0.241 | Clinical Applications | Azure Migrate | SCC SoftGene | Soft App Server     APPLICATION:     SCC SoftGene               DEPARTMENT:      Clinical Apps     APPLICATION:      Soft App Server     CONTACT:      Lori Barnes     APPLICATION:     SCC SoftGene     CONTACT:      Apps     DEPARTMENT:      Apps      | Nokes DataCenter | Apps | Microsoft Windows Server 2012 (64-bit),Laboratory Systems,On-Premises,,,,NBWINSGN001A.net.inova.org,NBWINSGN001A.net.inova.org,482,,,,
NBWINSGN001T.net.inova.org,NBWINSGN001T | 2 | 4096 | 1 | 2 | 87040 | 10.5.80.80 | Clinical Applications | Azure Migrate | SCC SoftGene | Soft Server     APPLICATION:     SCC SoftGene               DEPARTMENT:      Clinical Apps     APPLICATION:      Soft App Server     CONTACT:      Lori Barnes     APPLICATION:     SCC SoftGene     CONTACT:      Apps     DEPARTMENT:      Apps      | Nokes DataCenter | Apps3 NonProd | Microsoft Windows Server 2012 (64-bit),Laboratory Systems,On-Premises,,,,NBWINSGN001T.net.inova.org,NBWINSGN001T.net.inova.org,483,,,,
NBWINSGN002A.net.inova.org,NBWINSGN002A | 4 | 8192 | 1 | 2 | 87040 | 10.5.0.242 | Clinical Applications | Azure Migrate | SCC SoftGene | Soft App Server     APPLICATION:     SCC SoftGene               DEPARTMENT:      Clinical Apps     APPLICATION:      Soft App Server     CONTACT:      Lori Barnes     APPLICATION:     SCC SoftGene     CONTACT:      Apps     DEPARTMENT:      Apps      | Nokes DataCenter | Apps | Microsoft Windows Server 2012 (64-bit),Laboratory Systems,On-Premises,,,,NBWINSGN002A.net.inova.org,NBWINSGN002A.net.inova.org,484,,,,
NBWINVTG001A.net.inova.org,NBWINVTG001A | 4 | 16384 | 1 | 5 | 558080 | 10.161.111.250 | Lab Informatics | Azure Migrate | Vantage | DEPARTMENT:      IT Lab Team     APPLICATION:      Vantage     CONTACT:      Frank Beylo      | Nokes DataCenter | Apps | Microsoft Windows Server 2012 (64-bit),Laboratory Systems,On-Premises,,,,NBWINVTG001A.net.inova.org,NBWINVTG001A.net.inova.org,496,,,,
NBWINVTG001D.net.inova.org,NBWINVTG001D | 6 | 12288 | 1 | 6 | 716800 | 10.161.111.252 | Lab Informatics | Azure Migrate | Vantage | DEPARTMENT:      IT Lab Team     APPLICATION:      Vantage     CONTACT:      Frank Beylo      | Nokes DataCenter | Apps | Microsoft Windows Server 2012 (64-bit),Laboratory Systems,On-Premises,,,,NBWINVTG001D.net.inova.org,NBWINVTG001D.net.inova.org,497,,,,
NBWINVTG002A.net.inova.org,NBWINVTG002A | 4 | 16384 | 1 | 5 | 389120 | 10.161.111.251 | Lab Informatics | Azure Migrate | Vantage | DEPARTMENT:      IT Lab Team     APPLICATION:      Vantage     CONTACT:      Frank Beylo      | Nokes DataCenter | Apps | Microsoft Windows Server 2012 (64-bit),Laboratory Systems,On-Premises,,,,NBWINVTG002A.net.inova.org,NBWINVTG002A.net.inova.org,498,,,,
NBWINVTG002D.net.inova.org,NBWINVTG002D | 4 | 12288 | 1 | 6 | 368640 | 10.161.111.253 | Lab Informatics | Azure Migrate | Vantage | DEPARTMENT:      IT Lab Team     APPLICATION:      Vantage     CONTACT:      Frank Beylo      | Nokes DataCenter | Apps | Microsoft Windows Server 2012 (64-bit),Laboratory Systems,On-Premises,,,,NBWINVTG002D.net.inova.org,NBWINVTG002D.net.inova.org,499,,,,
NBWVNACU001A.nonprod.inovaad.org,NBWVNACU001A | 4 | 16384 | 1 | 2 | 184320 | 10.5.2.250 | Lab Informatics | Azure Migrate | BioMed ACURE | CHG0310155 built off of RITM1071790 TASK2538423 Karen Parks    BioMed ACURE software Implementation Test server | Nokes DataCenter | Apps3 NonProd | Microsoft Windows Server 2016 or later (64-bit),Laboratory Systems,On-Premises,,,,NBWVNACU001A.nonprod.inovaad.org,NBWVNACU001A.nonprod.inovaad.org,503,,,,
